"busco_id"	"mRNA"	"genome"	"count"	"description"	"name"	"type"	"id"
"344442at33208"	"maker-ctg429_pilon-protein2genome-gene-2.47-mRNA-1"	"R07B-5"	419	"Ran binding domain"	"IPR000156"	"interpro"	"IPR000156"
"344442at33208"	"maker-ctg429_pilon-protein2genome-gene-2.47-mRNA-1"	"R07B-5"	425	"Nuclear pore complex, NUP2/50/61"	"IPR015007"	"interpro"	"IPR015007"
"344581at33208"	"PE_Scaf986_4.19"	"Pec"	490	"Phosphotyrosyl phosphatase activator, PTPA"	"IPR004327"	"interpro"	"IPR004327"
"344581at33208"	"augustus-ctg658_pilon-processed-gene-1.28-mRNA-1"	"P08H-3"	490	"Phosphotyrosyl phosphatase activator, PTPA"	"IPR004327"	"interpro"	"IPR004327"
"344581at33208"	"maker-ctg772_pilon-augustus-gene-2.7-mRNA-1"	"R07B-5"	490	"Phosphotyrosyl phosphatase activator, PTPA"	"IPR004327"	"interpro"	"IPR004327"
"344611at33208"	"maker-ctg8_pilon-protein2genome-gene-8.14-mRNA-1"	"R07B-5"	449	"Peroxisome membrane protein, Pex16"	"IPR013919"	"interpro"	"IPR013919"
"344611at33208"	"augustus-ctg20_pilon-processed-gene-4.22-mRNA-1"	"P08H-3"	449	"Peroxisome membrane protein, Pex16"	"IPR013919"	"interpro"	"IPR013919"
"344611at33208"	"PE_Scaf421_2.10"	"Pec"	449	"Peroxisome membrane protein, Pex16"	"IPR013919"	"interpro"	"IPR013919"
"345099at33208"	"augustus-ctg721_pilon-processed-gene-1.52-mRNA-1"	"P08H-3"	521	"Nucleoporin interacting component Nup93/Nic96"	"IPR007231"	"interpro"	"IPR007231"
"345099at33208"	"maker-ctg96_pilon-protein2genome-gene-7.20-mRNA-1"	"R07B-5"	521	"Nucleoporin interacting component Nup93/Nic96"	"IPR007231"	"interpro"	"IPR007231"
"345099at33208"	"PE_Scaf1119_3.8"	"Pec"	521	"Nucleoporin interacting component Nup93/Nic96"	"IPR007231"	"interpro"	"IPR007231"
"345959at33208"	"maker-ctg87_pilon-protein2genome-gene-13.78-mRNA-1"	"R07B-5"	403	"Ataxin-10 domain"	"IPR019156"	"interpro"	"IPR019156"
"345959at33208"	"PE_Scaf5044_1.7"	"Pec"	403	"Ataxin-10 domain"	"IPR019156"	"interpro"	"IPR019156"
"345959at33208"	"augustus-ctg188_pilon-processed-gene-3.54-mRNA-1"	"P08H-3"	403	"Ataxin-10 domain"	"IPR019156"	"interpro"	"IPR019156"
"346541at33208"	"PE_Scaf4282_2.16"	"Pec"	400	"Menin"	"IPR007747"	"interpro"	"IPR007747"
"346541at33208"	"augustus-ctg685_pilon-processed-gene-2.19-mRNA-1"	"P08H-3"	400	"Menin"	"IPR007747"	"interpro"	"IPR007747"
"346541at33208"	"maker-ctg139_pilon-augustus-gene-4.10-mRNA-1"	"R07B-5"	400	"Menin"	"IPR007747"	"interpro"	"IPR007747"
"347600at33208"	"maker-ctg44_pilon-protein2genome-gene-0.5-mRNA-1"	"R07B-5"	352	"Calcineurin-like phosphoesterase domain, ApaH type"	"IPR004843"	"interpro"	"IPR004843"
"347600at33208"	"maker-ctg44_pilon-protein2genome-gene-0.5-mRNA-1"	"R07B-5"	427	"Lariat debranching enzyme, C-terminal"	"IPR007708"	"interpro"	"IPR007708"
"347600at33208"	"PE_Scaf11765_1.3"	"Pec"	352	"Calcineurin-like phosphoesterase domain, ApaH type"	"IPR004843"	"interpro"	"IPR004843"
"347600at33208"	"PE_Scaf11765_1.3"	"Pec"	427	"Lariat debranching enzyme, C-terminal"	"IPR007708"	"interpro"	"IPR007708"
"347600at33208"	"augustus-ctg1127_pilon-processed-gene-0.60-mRNA-1"	"P08H-3"	352	"Calcineurin-like phosphoesterase domain, ApaH type"	"IPR004843"	"interpro"	"IPR004843"
"347600at33208"	"augustus-ctg1127_pilon-processed-gene-0.60-mRNA-1"	"P08H-3"	427	"Lariat debranching enzyme, C-terminal"	"IPR007708"	"interpro"	"IPR007708"
"348449at33208"	"maker-ctg29_pilon-protein2genome-gene-6.5-mRNA-1"	"R07B-5"	410	"Ribosomal protein S9"	"IPR000754"	"interpro"	"IPR000754"
"348449at33208"	"PE_Scaf11952_23.4"	"Pec"	410	"Ribosomal protein S9"	"IPR000754"	"interpro"	"IPR000754"
"348449at33208"	"augustus-ctg306_pilon-processed-gene-3.85-mRNA-1"	"P08H-3"	410	"Ribosomal protein S9"	"IPR000754"	"interpro"	"IPR000754"
"348544at33208"	"maker-ctg438_pilon-protein2genome-gene-2.12-mRNA-1"	"R07B-5"	495	"W2 domain"	"IPR003307"	"interpro"	"IPR003307"
"348544at33208"	"maker-ctg438_pilon-protein2genome-gene-2.12-mRNA-1"	"R07B-5"	497	"Translation initiation factor IF2/IF5"	"IPR002735"	"interpro"	"IPR002735"
"348544at33208"	"augustus-ctg17_pilon-processed-gene-7.43-mRNA-1"	"P08H-3"	495	"W2 domain"	"IPR003307"	"interpro"	"IPR003307"
"348544at33208"	"augustus-ctg17_pilon-processed-gene-7.43-mRNA-1"	"P08H-3"	497	"Translation initiation factor IF2/IF5"	"IPR002735"	"interpro"	"IPR002735"
"348761at33208"	"maker-ctg383_pilon-protein2genome-gene-4.63-mRNA-1"	"R07B-5"	456	"Hemimethylated DNA-binding domain"	"IPR011722"	"interpro"	"IPR011722"
"348761at33208"	"maker-ctg383_pilon-protein2genome-gene-4.63-mRNA-1"	"R07B-5"	467	"ApaG domain"	"IPR007474"	"interpro"	"IPR007474"
"348761at33208"	"PE_Scaf1990_8.3"	"Pec"	456	"Hemimethylated DNA-binding domain"	"IPR011722"	"interpro"	"IPR011722"
"348761at33208"	"PE_Scaf1990_8.3"	"Pec"	467	"ApaG domain"	"IPR007474"	"interpro"	"IPR007474"
"349064at33208"	"augustus-ctg305_pilon-processed-gene-3.77-mRNA-1"	"P08H-3"	450	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"349627at33208"	"augustus-ctg251_pilon-processed-gene-3.116-mRNA-1"	"P08H-3"	466	"Sister chromatid cohesion protein Dcc1"	"IPR019128"	"interpro"	"IPR019128"
"349627at33208"	"maker-ctg502_pilon-protein2genome-gene-0.32-mRNA-1"	"R07B-5"	466	"Sister chromatid cohesion protein Dcc1"	"IPR019128"	"interpro"	"IPR019128"
"349627at33208"	"PE_Scaf11661_19.3"	"Pec"	466	"Sister chromatid cohesion protein Dcc1"	"IPR019128"	"interpro"	"IPR019128"
"351226at33208"	"maker-ctg177_pilon-augustus-gene-2.1-mRNA-1"	"P08H-3"	243	"Vps16, C-terminal"	"IPR006925"	"interpro"	"IPR006925"
"351226at33208"	"maker-ctg270_pilon-protein2genome-gene-3.35-mRNA-1"	"R07B-5"	243	"Vps16, C-terminal"	"IPR006925"	"interpro"	"IPR006925"
"352600at33208"	"augustus-ctg924_pilon-processed-gene-0.11-mRNA-1"	"R07B-5"	446	"Deoxyhypusine synthase"	"IPR002773"	"interpro"	"IPR002773"
"352600at33208"	"augustus-ctg538_pilon-processed-gene-2.73-mRNA-1"	"P08H-3"	446	"Deoxyhypusine synthase"	"IPR002773"	"interpro"	"IPR002773"
"352600at33208"	"PE_Scaf11918_0.6"	"Pec"	446	"Deoxyhypusine synthase"	"IPR002773"	"interpro"	"IPR002773"
"352854at33208"	"augustus-ctg466_pilon-processed-gene-0.3-mRNA-1"	"R07B-5"	461	"ATPase, V1 complex, subunit H, C-terminal"	"IPR011987"	"interpro"	"IPR011987"
"352854at33208"	"augustus-ctg466_pilon-processed-gene-0.3-mRNA-1"	"R07B-5"	488	"ATPase, V1 complex, subunit H"	"IPR004908"	"interpro"	"IPR004908"
"352854at33208"	"augustus-ctg563_pilon-processed-gene-3.27-mRNA-1"	"P08H-3"	461	"ATPase, V1 complex, subunit H, C-terminal"	"IPR011987"	"interpro"	"IPR011987"
"352854at33208"	"augustus-ctg563_pilon-processed-gene-3.27-mRNA-1"	"P08H-3"	488	"ATPase, V1 complex, subunit H"	"IPR004908"	"interpro"	"IPR004908"
"352854at33208"	"PE_Scaf5430_4.4"	"Pec"	461	"ATPase, V1 complex, subunit H, C-terminal"	"IPR011987"	"interpro"	"IPR011987"
"352854at33208"	"PE_Scaf5430_4.4"	"Pec"	488	"ATPase, V1 complex, subunit H"	"IPR004908"	"interpro"	"IPR004908"
"353286at33208"	"augustus-ctg207_pilon-processed-gene-1.10-mRNA-1"	"P08H-3"	481	"Dynactin subunit 4"	"IPR008603"	"interpro"	"IPR008603"
"353286at33208"	"PE_Scaf3471_3.5"	"Pec"	481	"Dynactin subunit 4"	"IPR008603"	"interpro"	"IPR008603"
"353768at33208"	"PE_Scaf8196_2.5"	"Pec"	456	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"353768at33208"	"PE_Scaf8196_2.5"	"Pec"	288	"eIF3 subunit M, C-terminal helix domain"	"IPR040750"	"interpro"	"IPR040750"
"353768at33208"	"maker-ctg402_pilon-est2genome-gene-1.0-mRNA-1"	"R07B-5"	456	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"353768at33208"	"maker-ctg402_pilon-est2genome-gene-1.0-mRNA-1"	"R07B-5"	288	"eIF3 subunit M, C-terminal helix domain"	"IPR040750"	"interpro"	"IPR040750"
"353768at33208"	"augustus-ctg629_pilon-processed-gene-1.18-mRNA-1"	"P08H-3"	456	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"353768at33208"	"augustus-ctg629_pilon-processed-gene-1.18-mRNA-1"	"P08H-3"	288	"eIF3 subunit M, C-terminal helix domain"	"IPR040750"	"interpro"	"IPR040750"
"354829at33208"	"maker-ctg316_pilon-augustus-gene-8.48-mRNA-1"	"P08H-3"	464	"JAB1/MPN/MOV34 metalloenzyme domain"	"IPR000555"	"interpro"	"IPR000555"
"354829at33208"	"maker-ctg316_pilon-augustus-gene-8.48-mRNA-1"	"P08H-3"	301	"Cop9 signalosome subunit 5 C-terminal domain"	"IPR040961"	"interpro"	"IPR040961"
"354829at33208"	"maker-ctg255_pilon-est_gff_est2genome-gene-1.29-mRNA-1"	"R07B-5"	464	"JAB1/MPN/MOV34 metalloenzyme domain"	"IPR000555"	"interpro"	"IPR000555"
"354829at33208"	"maker-ctg255_pilon-est_gff_est2genome-gene-1.29-mRNA-1"	"R07B-5"	301	"Cop9 signalosome subunit 5 C-terminal domain"	"IPR040961"	"interpro"	"IPR040961"
"354829at33208"	"PE_Scaf4197_17.4"	"Pec"	464	"JAB1/MPN/MOV34 metalloenzyme domain"	"IPR000555"	"interpro"	"IPR000555"
"354829at33208"	"PE_Scaf4197_17.4"	"Pec"	301	"Cop9 signalosome subunit 5 C-terminal domain"	"IPR040961"	"interpro"	"IPR040961"
"354949at33208"	"maker-ctg283_pilon-protein2genome-gene-3.2-mRNA-1"	"R07B-5"	484	"GPI transamidase subunit PIG-U"	"IPR009600"	"interpro"	"IPR009600"
"354949at33208"	"maker-ctg988_pilon-augustus-gene-0.68-mRNA-1"	"P08H-3"	484	"GPI transamidase subunit PIG-U"	"IPR009600"	"interpro"	"IPR009600"
"354949at33208"	"PE_Scaf4029_3.11"	"Pec"	484	"GPI transamidase subunit PIG-U"	"IPR009600"	"interpro"	"IPR009600"
"355210at33208"	"PE_Scaf12157_5.13"	"Pec"	460	"BSD domain"	"IPR005607"	"interpro"	"IPR005607"
"355210at33208"	"PE_Scaf12157_5.13"	"Pec"	459	"TFIIH p62 subunit, N-terminal"	"IPR013876"	"interpro"	"IPR013876"
"355210at33208"	"augustus-ctg175_pilon-processed-gene-1.44-mRNA-1"	"P08H-3"	460	"BSD domain"	"IPR005607"	"interpro"	"IPR005607"
"355210at33208"	"augustus-ctg175_pilon-processed-gene-1.44-mRNA-1"	"P08H-3"	459	"TFIIH p62 subunit, N-terminal"	"IPR013876"	"interpro"	"IPR013876"
"355739at33208"	"PE_Scaf9104_4.2"	"Pec"	466	"Golgi to ER traffic protein 4"	"IPR007317"	"interpro"	"IPR007317"
"355739at33208"	"maker-ctg179_pilon-est_gff_est2genome-gene-4.51-mRNA-1"	"R07B-5"	466	"Golgi to ER traffic protein 4"	"IPR007317"	"interpro"	"IPR007317"
"355739at33208"	"augustus_masked-ctg115_pilon-processed-gene-4.0-mRNA-1"	"P08H-3"	466	"Golgi to ER traffic protein 4"	"IPR007317"	"interpro"	"IPR007317"
"356175at33208"	"PE_Scaf1564_1.22"	"Pec"	391	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"356175at33208"	"maker-ctg68_pilon-augustus-gene-16.123-mRNA-1"	"P08H-3"	391	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"356175at33208"	"maker-ctg791_pilon-protein2genome-gene-0.16-mRNA-1"	"R07B-5"	391	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"356334at33208"	"maker-ctg94_pilon-protein2genome-gene-3.0-mRNA-1"	"R07B-5"	415	"Clathrin, heavy chain/VPS, 7-fold repeat"	"IPR000547"	"interpro"	"IPR000547"
"356334at33208"	"maker-ctg94_pilon-protein2genome-gene-3.0-mRNA-1"	"R07B-5"	450	"Pep3/Vps18/deep orange"	"IPR007810"	"interpro"	"IPR007810"
"356334at33208"	"PE_Scaf10641_1.8"	"Pec"	415	"Clathrin, heavy chain/VPS, 7-fold repeat"	"IPR000547"	"interpro"	"IPR000547"
"356334at33208"	"PE_Scaf10641_1.8"	"Pec"	450	"Pep3/Vps18/deep orange"	"IPR007810"	"interpro"	"IPR007810"
"356503at33208"	"maker-ctg173_pilon-est_gff_est2genome-gene-3.0-mRNA-1"	"R07B-5"	460	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"356503at33208"	"augustus-ctg188_pilon-processed-gene-10.12-mRNA-1"	"P08H-3"	460	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"356503at33208"	"PE_Scaf2480_3.2"	"Pec"	460	"Sugar phosphate transporter domain"	"IPR004853"	"interpro"	"IPR004853"
"357580at33208"	"augustus-ctg45_pilon-processed-gene-4.10-mRNA-1"	"P08H-3"	475	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"357580at33208"	"maker-ctg392_pilon-augustus-gene-5.0-mRNA-1"	"R07B-5"	475	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"357580at33208"	"PE_Scaf1222_6.2"	"Pec"	475	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"359075at33208"	"PE_Scaf6877_9.10"	"Pec"	466	"RED-like, N-terminal"	"IPR012916"	"interpro"	"IPR012916"
"359075at33208"	"PE_Scaf6877_9.10"	"Pec"	448	"Protein RED, C-terminal"	"IPR012492"	"interpro"	"IPR012492"
"359075at33208"	"augustus-ctg563_pilon-processed-gene-1.78-mRNA-1"	"P08H-3"	466	"RED-like, N-terminal"	"IPR012916"	"interpro"	"IPR012916"
"359075at33208"	"augustus-ctg563_pilon-processed-gene-1.78-mRNA-1"	"P08H-3"	448	"Protein RED, C-terminal"	"IPR012492"	"interpro"	"IPR012492"
"359075at33208"	"maker-ctg243_pilon-protein2genome-gene-1.63-mRNA-1"	"R07B-5"	466	"RED-like, N-terminal"	"IPR012916"	"interpro"	"IPR012916"
"359075at33208"	"maker-ctg243_pilon-protein2genome-gene-1.63-mRNA-1"	"R07B-5"	448	"Protein RED, C-terminal"	"IPR012492"	"interpro"	"IPR012492"
"359324at33208"	"maker-ctg6_pilon-augustus-gene-13.0-mRNA-1"	"P08H-3"	422	"Glutaredoxin"	"IPR002109"	"interpro"	"IPR002109"
"359324at33208"	"maker-ctg6_pilon-augustus-gene-13.0-mRNA-1"	"P08H-3"	367	"Glutathione S-transferase, N-terminal"	"IPR004045"	"interpro"	"IPR004045"
"359324at33208"	"maker-ctg6_pilon-protein2genome-gene-2.24-mRNA-1"	"R07B-5"	422	"Glutaredoxin"	"IPR002109"	"interpro"	"IPR002109"
"359324at33208"	"maker-ctg6_pilon-protein2genome-gene-2.24-mRNA-1"	"R07B-5"	367	"Glutathione S-transferase, N-terminal"	"IPR004045"	"interpro"	"IPR004045"
"359324at33208"	"PE_Scaf7855_2.2"	"Pec"	422	"Glutaredoxin"	"IPR002109"	"interpro"	"IPR002109"
"359324at33208"	"PE_Scaf7855_2.2"	"Pec"	367	"Glutathione S-transferase, N-terminal"	"IPR004045"	"interpro"	"IPR004045"
"359369at33208"	"maker-ctg697_pilon-augustus-gene-3.63-mRNA-1"	"P08H-3"	464	"DNA-directed RNA polymerase, RpoA/D/Rpb3-type"	"IPR011263"	"interpro"	"IPR011263"
"359369at33208"	"maker-ctg697_pilon-augustus-gene-3.63-mRNA-1"	"P08H-3"	462	"DNA-directed RNA polymerase, insert domain"	"IPR011262"	"interpro"	"IPR011262"
"359369at33208"	"maker-ctg161_pilon-augustus-gene-4.12-mRNA-1"	"R07B-5"	464	"DNA-directed RNA polymerase, RpoA/D/Rpb3-type"	"IPR011263"	"interpro"	"IPR011263"
"359369at33208"	"maker-ctg161_pilon-augustus-gene-4.12-mRNA-1"	"R07B-5"	462	"DNA-directed RNA polymerase, insert domain"	"IPR011262"	"interpro"	"IPR011262"
"359369at33208"	"PE_Scaf4110_5.11"	"Pec"	464	"DNA-directed RNA polymerase, RpoA/D/Rpb3-type"	"IPR011263"	"interpro"	"IPR011263"
"359369at33208"	"PE_Scaf4110_5.11"	"Pec"	462	"DNA-directed RNA polymerase, insert domain"	"IPR011262"	"interpro"	"IPR011262"
"359532at33208"	"maker-ctg84_pilon-protein2genome-gene-3.33-mRNA-1"	"R07B-5"	227	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"359532at33208"	"maker-ctg84_pilon-protein2genome-gene-3.33-mRNA-1"	"R07B-5"	286	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"359532at33208"	"PE_Scaf4692_3.8"	"Pec"	227	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"359532at33208"	"PE_Scaf4692_3.8"	"Pec"	286	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"359532at33208"	"augustus-ctg532_pilon-processed-gene-5.14-mRNA-1"	"P08H-3"	227	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"359532at33208"	"augustus-ctg532_pilon-processed-gene-5.14-mRNA-1"	"P08H-3"	286	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"360379at33208"	"PE_Scaf4750_3.28"	"Pec"	363	"S-adenosylmethionine-dependent methyltransferase Bmt2-like"	"IPR021867"	"interpro"	"IPR021867"
"360379at33208"	"maker-ctg52_pilon-augustus-gene-5.61-mRNA-1"	"P08H-3"	363	"S-adenosylmethionine-dependent methyltransferase Bmt2-like"	"IPR021867"	"interpro"	"IPR021867"
"360379at33208"	"augustus_masked-ctg1186_pilon-processed-gene-0.2-mRNA-1"	"R07B-5"	363	"S-adenosylmethionine-dependent methyltransferase Bmt2-like"	"IPR021867"	"interpro"	"IPR021867"
"360753at33208"	"maker-ctg12_pilon-protein2genome-gene-2.19-mRNA-1"	"R07B-5"	264	"Methyltransferase domain"	"IPR025714"	"interpro"	"IPR025714"
"360753at33208"	"maker-ctg12_pilon-protein2genome-gene-2.19-mRNA-1"	"R07B-5"	278	"Methyltransferase type 12"	"IPR013217"	"interpro"	"IPR013217"
"360753at33208"	"maker-ctg12_pilon-protein2genome-gene-2.19-mRNA-1"	"R07B-5"	423	"Methyltransferase type 11"	"IPR013216"	"interpro"	"IPR013216"
"360753at33208"	"maker-ctg12_pilon-protein2genome-gene-2.19-mRNA-1"	"R07B-5"	310	"Methyltransferase domain 25"	"IPR041698"	"interpro"	"IPR041698"
"361100at33208"	"PE_Scaf2844_4.3"	"Pec"	465	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"361203at33208"	"maker-ctg1602_pilon-protein2genome-gene-0.15-mRNA-1"	"R07B-5"	472	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"361203at33208"	"maker-ctg1602_pilon-protein2genome-gene-0.15-mRNA-1"	"R07B-5"	442	"Sof1-like protein"	"IPR007287"	"interpro"	"IPR007287"
"361203at33208"	"PE_Scaf6273_0.2"	"Pec"	472	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"361203at33208"	"PE_Scaf6273_0.2"	"Pec"	442	"Sof1-like protein"	"IPR007287"	"interpro"	"IPR007287"
"361216at33208"	"maker-ctg53_pilon-protein2genome-gene-8.90-mRNA-1"	"R07B-5"	411	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"361216at33208"	"maker-ctg53_pilon-protein2genome-gene-8.90-mRNA-1"	"R07B-5"	307	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"361216at33208"	"maker-ctg53_pilon-protein2genome-gene-8.90-mRNA-1"	"R07B-5"	332	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"361216at33208"	"PE_Scaf3331_8.8"	"Pec"	411	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"361216at33208"	"PE_Scaf3331_8.8"	"Pec"	307	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"361216at33208"	"PE_Scaf3331_8.8"	"Pec"	332	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"361216at33208"	"maker-ctg501_pilon-augustus-gene-8.34-mRNA-1"	"P08H-3"	411	"F-box domain"	"IPR001810"	"interpro"	"IPR001810"
"361216at33208"	"maker-ctg501_pilon-augustus-gene-8.34-mRNA-1"	"P08H-3"	307	"Kelch repeat type 1"	"IPR006652"	"interpro"	"IPR006652"
"361216at33208"	"maker-ctg501_pilon-augustus-gene-8.34-mRNA-1"	"P08H-3"	332	"Kelch repeat type 2"	"IPR011498"	"interpro"	"IPR011498"
"363634at33208"	"PE_Scaf8991_6.11"	"Pec"	452	"Ribosomal protein S22, mitochondrial"	"IPR019374"	"interpro"	"IPR019374"
"363634at33208"	"maker-ctg930_pilon-augustus-gene-0.134-mRNA-1"	"P08H-3"	452	"Ribosomal protein S22, mitochondrial"	"IPR019374"	"interpro"	"IPR019374"
"363634at33208"	"maker-ctg156_pilon-protein2genome-gene-3.65-mRNA-1"	"R07B-5"	452	"Ribosomal protein S22, mitochondrial"	"IPR019374"	"interpro"	"IPR019374"
"363840at33208"	"PE_Scaf2505_1.1"	"Pec"	487	"DNA-directed RNA polymerase III subunit Rpc5"	"IPR006886"	"interpro"	"IPR006886"
"363840at33208"	"maker-ctg1239_pilon-protein2genome-gene-0.10-mRNA-1"	"R07B-5"	487	"DNA-directed RNA polymerase III subunit Rpc5"	"IPR006886"	"interpro"	"IPR006886"
"363840at33208"	"maker-ctg834_pilon-augustus-gene-0.53-mRNA-1"	"P08H-3"	487	"DNA-directed RNA polymerase III subunit Rpc5"	"IPR006886"	"interpro"	"IPR006886"
"363851at33208"	"PE_Scaf7687_3.8"	"Pec"	474	"METTL16/RlmF family"	"IPR010286"	"interpro"	"IPR010286"
"363851at33208"	"maker-ctg401_pilon-protein2genome-gene-1.20-mRNA-1"	"R07B-5"	474	"METTL16/RlmF family"	"IPR010286"	"interpro"	"IPR010286"
"363851at33208"	"maker-ctg1002_pilon-augustus-gene-3.80-mRNA-1"	"P08H-3"	474	"METTL16/RlmF family"	"IPR010286"	"interpro"	"IPR010286"
"364383at33208"	"PE_Scaf3629_1.7"	"Pec"	475	"26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1"	"IPR019585"	"interpro"	"IPR019585"
"364383at33208"	"PE_Scaf3629_1.7"	"Pec"	471	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"364383at33208"	"maker-ctg354_pilon-augustus-gene-2.18-mRNA-1"	"P08H-3"	475	"26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1"	"IPR019585"	"interpro"	"IPR019585"
"364383at33208"	"maker-ctg354_pilon-augustus-gene-2.18-mRNA-1"	"P08H-3"	471	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"364383at33208"	"maker-ctg328_pilon-protein2genome-gene-5.13-mRNA-1"	"R07B-5"	475	"26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1"	"IPR019585"	"interpro"	"IPR019585"
"364383at33208"	"maker-ctg328_pilon-protein2genome-gene-5.13-mRNA-1"	"R07B-5"	471	"Proteasome component (PCI) domain"	"IPR000717"	"interpro"	"IPR000717"
"364694at33208"	"PE_Scaf11099_1.7"	"Pec"	458	"Signal recognition particle, SRP54 subunit, GTPase domain"	"IPR000897"	"interpro"	"IPR000897"
"364694at33208"	"PE_Scaf11099_1.7"	"Pec"	455	"Signal recognition particle receptor, alpha subunit, N-terminal"	"IPR007222"	"interpro"	"IPR007222"
"364694at33208"	"PE_Scaf11099_1.7"	"Pec"	441	"Signal recognition particle SRP54, helical bundle"	"IPR013822"	"interpro"	"IPR013822"
"364694at33208"	"maker-ctg1276_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	458	"Signal recognition particle, SRP54 subunit, GTPase domain"	"IPR000897"	"interpro"	"IPR000897"
"364694at33208"	"maker-ctg1276_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	455	"Signal recognition particle receptor, alpha subunit, N-terminal"	"IPR007222"	"interpro"	"IPR007222"
"364694at33208"	"maker-ctg1276_pilon-protein2genome-gene-0.1-mRNA-1"	"R07B-5"	441	"Signal recognition particle SRP54, helical bundle"	"IPR013822"	"interpro"	"IPR013822"
"364694at33208"	"maker-ctg564_pilon-augustus-gene-1.1-mRNA-1"	"P08H-3"	458	"Signal recognition particle, SRP54 subunit, GTPase domain"	"IPR000897"	"interpro"	"IPR000897"
"364694at33208"	"maker-ctg564_pilon-augustus-gene-1.1-mRNA-1"	"P08H-3"	455	"Signal recognition particle receptor, alpha subunit, N-terminal"	"IPR007222"	"interpro"	"IPR007222"
"364694at33208"	"maker-ctg564_pilon-augustus-gene-1.1-mRNA-1"	"P08H-3"	441	"Signal recognition particle SRP54, helical bundle"	"IPR013822"	"interpro"	"IPR013822"
"365323at33208"	"maker-ctg1779_pilon-protein2genome-gene-0.0-mRNA-1"	"R07B-5"	426	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"365323at33208"	"PE_Scaf10532_4.3"	"Pec"	426	"WD40 repeat"	"IPR001680"	"interpro"	"IPR001680"
"365561at33208"	"augustus-ctg8_pilon-processed-gene-1.74-mRNA-1"	"P08H-3"	459	"BCS1, N-terminal"	"IPR014851"	"interpro"	"IPR014851"
"365561at33208"	"augustus-ctg8_pilon-processed-gene-1.74-mRNA-1"	"P08H-3"	464	"ATPase, AAA-type, core"	"IPR003959"	"interpro"	"IPR003959"
"365561at33208"	"maker-ctg828_pilon-est_gff_est2genome-gene-2.67-mRNA-1"	"R07B-5"	459	"BCS1, N-terminal"	"IPR014851"	"interpro"	"IPR014851"
"365561at33208"	"maker-ctg828_pilon-est_gff_est2genome-gene-2.67-mRNA-1"	"R07B-5"	464	"ATPase, AAA-type, core"	"IPR003959"	"interpro"	"IPR003959"
"365561at33208"	"PE_Scaf2177_3.13"	"Pec"	459	"BCS1, N-terminal"	"IPR014851"	"interpro"	"IPR014851"
"365561at33208"	"PE_Scaf2177_3.13"	"Pec"	464	"ATPase, AAA-type, core"	"IPR003959"	"interpro"	"IPR003959"
"365691at33208"	"augustus_masked-ctg584_pilon-processed-gene-1.38-mRNA-1"	"P08H-3"	454	"Origin recognition complex, subunit 2"	"IPR007220"	"interpro"	"IPR007220"
"365691at33208"	"PE_Scaf5436_3.3"	"Pec"	454	"Origin recognition complex, subunit 2"	"IPR007220"	"interpro"	"IPR007220"
